Class,subClass,concept_id,concept_name,concept_label,concept_index,attribute_concept_id,attribute_concept_name,modifier_concept_id,modifier_concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,concept_symbol,concept_units,original_request,concept_group
LABS,INFECTIOUS_DISEASE_RNA,36305753,Influenza virus A subtype [Identifier] in Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1175638,Influenza virus A subtype [Identifier] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,3020346,Influenza virus A subtype [Identifier] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,37020237,Influenza virus A subtype [Identifier] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36303610,Influenza virus A swine origin RNA [Cycle Threshold #] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,40758592,Influenza virus A swine origin RNA [Identifier] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,40758593,Influenza virus A swine origin RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,3032391,Influenza virus A.adamantane resistant RNA [Presence] by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,40765199,Influenza virus A+B RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,44816682,Influenza virus B lineage RNA [Identifier] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,21493378,Influenza virus B NS gene [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,3039888,Influenza virus B RNA [#/volume] (viral load) in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,21495067,Influenza virus B RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1175907,Influenza virus B RNA [Cycle Threshold #] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,46235758,Influenza virus B RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36204261,Influenza virus B RNA [Presence] in Cerebral spinal fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36303847,Influenza virus B RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,3030134,Influenza virus B RNA [Presence] in Isolate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36304919,Influenza virus B RNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,46235759,Influenza virus B RNA [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36305766,Influenza virus B RNA [Presence] in Pericardial fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,37021252,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36204262,Influenza virus B RNA [Presence] in Tissue by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,3038288,Influenza virus B RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36203322,Influenza virus B RNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,21492891,Influenza virus B Victoria lineage RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,44816683,Influenza virus B Victoria lineage RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,21492889,Influenza virus B Yamagata lineage RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,44816684,Influenza virus B Yamagata lineage RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,40763322,Influenza virus C RNA [Presence] in Isolate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,40765592,Influenza virus C RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36203370,Influenza virus D PB2 gene [Cycle Threshold #] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1175746,Influenza virus D RNA [Cycle Threshold #] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1176198,Influenza virus types A and B panel - Cerebral spinal fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1176332,Influenza virus types A and B panel - Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,36304096,Influenza virus types A and B panel - Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,1175657,Influenza virus types A and B panel - Tissue by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,37020181,Influenza virus types A and B panel - Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influenza
LABS,INFECTIOUS_DISEASE_RNA,44787116,Middle East respiratory syndrome coronavirus (MERS-CoV) N2 gene RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,44787115,Middle East respiratory syndrome coronavirus (MERS-CoV) N3 gene RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,44787118,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Interpretation] in Unspecified specimen Qualitative by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36305830,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Aspirate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36204268,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Blood by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36304428,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,37020753,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36303657,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36305970,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Stool by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,37021116,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,36204301,Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Urine by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,44787117,Middle East respiratory syndrome coronavirus (MERS-CoV) upE gene RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle
LABS,INFECTIOUS_DISEASE_RNA,37020598,Moraxella catarrhalis DNA [Presence] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraxella
LABS,INFECTIOUS_DISEASE_RNA,46234889,Moraxella catarrhalis g1b gene [#/mass] in XXX.tissue by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraxella
LABS,INFECTIOUS_DISEASE_RNA,46234949,Moraxella catarrhalis g1b gene [#/volume] in XXX.body fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraxella
LABS,INFECTIOUS_DISEASE_RNA,46234879,Moraxella catarrhalis g1b gene [Presence] in XXX.swab by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraxella
LABS,INFECTIOUS_DISEASE_RNA,36203420,Mycobacterium avium and Mycobacterium intracellulare DNA [Identifier] in Sputum or Bronchial by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,42869476,Mycobacterium avium complex DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3019798,Mycobacterium avium complex rRNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3002614,Mycobacterium avium ss paratuberculosis DNA [Presence] in Stool by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3003706,Mycobacterium avium ss paratuberculosis DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3046673,Mycobacterium gordonae rRNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3046812,Mycobacterium kansasii rRNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,37021503,Mycobacterium leprae DNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3014639,Mycobacterium sp DNA [Presence] in Bronchial specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3001391,Mycobacterium sp DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3019711,Mycobacterium sp DNA [Presence] in Sputum by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3001525,Mycobacterium sp DNA [Presence] in Tissue by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3035109,Mycobacterium sp DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3015893,Mycobacterium sp DNA [Presence] in Urine by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3037679,Mycobacterium sp rRNA [Identifier] in Isolate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,36203193,Mycobacterium tuberculosis complex DNA [Presence] in Sputum or Bronchial by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3048086,Mycobacterium tuberculosis complex DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3051385,Mycobacterium tuberculosis complex rRNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3041662,Mycobacterium tuberculosis DNA [#/volume] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,37021476,Mycobacterium tuberculosis DNA [Presence] in Aspirate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,1176223,Mycobacterium tuberculosis DNA [Presence] in Bile fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3015081,Mycobacterium tuberculosis DNA [Presence] in Blood by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,40762024,Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3028048,Mycobacterium tuberculosis DNA [Presence] in Bronchial specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,21492394,Mycobacterium tuberculosis DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3027858,Mycobacterium tuberculosis DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,36303840,Mycobacterium tuberculosis DNA [Presence] in Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3024296,Mycobacterium tuberculosis DNA [Presence] in Gastric fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,1175218,Mycobacterium tuberculosis DNA [Presence] in Implanted device by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,37021065,Mycobacterium tuberculosis DNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,36303383,Mycobacterium tuberculosis DNA [Presence] in Ocular fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3009944,Mycobacterium tuberculosis DNA [Presence] in Pleural fluid by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3027813,Mycobacterium tuberculosis DNA [Presence] in Sputum by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3014162,Mycobacterium tuberculosis DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3026478,Mycobacterium tuberculosis DNA [Presence] in Urine by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3030365,Mycobacterium tuberculosis rifAMPin resistance gene [Identifier] in Sputum by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycobacterium
LABS,INFECTIOUS_DISEASE_RNA,3041102,Mycoplasma pneumoniae DNA [#/volume] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,36304237,Mycoplasma pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,36305584,Mycoplasma pneumoniae DNA [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,37019853,Mycoplasma pneumoniae DNA [Presence] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,3002482,Mycoplasma pneumoniae DNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,37019690,Mycoplasma pneumoniae DNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,3049544,Mycoplasma pneumoniae DNA [Units/volume] in Blood by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycoplasma
LABS,INFECTIOUS_DISEASE_RNA,21493379,Parainfluenza virus 1 F gene [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,3041991,Parainfluenza virus 1 RNA [#/volume] (viral load) in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,36305267,Parainfluenza virus 1 RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,40763324,Parainfluenza virus 1 RNA [Presence] in Isolate by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,36305681,Parainfluenza virus 1 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,46235763,Parainfluenza virus 1 RNA [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,37019589,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,3025634,Parainfluenza virus 1 RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,37020881,Parainfluenza virus 1 RNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,40763309,Parainfluenza virus 1+2+3 RNA [Presence] in Unspecified specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,37019678,Parainfluenza virus 1+2+3+4 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,37020326,Parainfluenza virus 1+2+3+4 RNA [Presence] in Upper respiratory specimen by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
LABS,INFECTIOUS_DISEASE_RNA,21493380,Parainfluenza virus 2 L gene [Presence] in Nasopharynx by NAA with probe detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parainfluenza
